id,Domain,Status,Attractiveness,Demand,Length,Registrar,Created,Expires
baa7df03-278d-4c10-9c9a-bcbcddf221fe,sports.cloud,available,110,100,6,,,
b15a8b0b-9be3-421d-a54c-cccfc60d5658,sports.online,available,110,100,6,,,
28d3d9d4-4ff3-41e4-8934-06e4cca01a32,sports.site,available,110,100,6,,,
0b8b5f32-2aac-42b2-9637-2c60c5ada0ad,sports.space,available,110,100,6,,,
2fb22c9e-0b91-4416-93d0-92d3ba60d5ad,sports.store,resell,110,100,6,Dotserve Inc,23/12/2016 11:20,23/12/2029 23:59
9129fb7c-031d-4cfd-9946-87e7b5e339cf,sports.tech,available,110,100,6,,,
05ae4f20-a089-437d-b717-7e8682a4c6f1,sports.zone,available,110,100,6,,,
a61850cb-3875-4850-9a26-946ee04df0ab,training.cloud,premium,70,88,8,,,
4bd4842f-4644-49d3-bf94-28348c943153,training.dev,premium,70,88,8,,,
754e0bd1-23d9-464d-9d21-764318381a8f,training.it,expiring,70,88,8,,10/01/1997 00:00,29/07/2025 00:00
ccf86dfe-f40c-434c-834a-9afe6c5231bb,training.me,premium,70,88,8,,,
eb7fee7e-142b-40b6-93fc-23f2425fb109,training.online,premium,70,88,8,,,
31888faf-8bae-474f-82c1-925be09c2d9a,training.pro,resell,70,88,8,Porkbun LLC,02/03/2005 00:00,02/03/2026 00:00
760afe27-3b6d-4338-8a25-810a7c7794aa,training.site,premium,70,88,8,,,
5c59e59e-bfc0-45e3-af89-b4db938d67bc,training.so,resell,70,88,8,SOSTEC TECHNOLOGIES_LR,19/06/2024 05:42,19/06/2026 05:42
fad07601-443b-46bc-b6e3-2f0cd412c2f4,training.space,premium,70,88,8,,,
9e0b49c6-34a9-4e12-93bc-2e0b8d8dec02,training.store,available,70,88,8,,,
18904504-415a-4914-be80-bb6b17e784fe,training.tech,premium,70,88,8,,,
6b142ea7-65a1-4453-8e2e-c37c310a343f,athletics.at,available,69,76,9,,,
d7185fda-b86c-4cfe-8820-7a45b8551993,athletics.cloud,available,69,76,9,,,
